case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.11913519936524594,0.0006620614409438354,0.10763238122065862,0.0008499317820000933
symmetric_cluster,0.1988886051416591,0.00134444641387578,0.2295888066291809,0.0014392012431315997
extrapolation,0.3514748863454878,0.004141344009544005,0.3756849269072215,0.003906361591738553
