case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.34193783213568274,0.0,0.22742025554180145,0.0
symmetric_cluster,0.36025302023420164,0.0,0.2680765688419342,0.0
extrapolation,0.45050539481209645,0.0,0.4088737666606903,0.0
