case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.15438916189652033,0.1652548760175705,-0.12343250215053558,-0.014695090241730213,-0.15563097338111007,-0.027590475136874487
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.23800483820018248,0.2329377979040146,-0.2641555368900299,-0.25410905480384827,-0.3200203224163979,-0.3200203144023256
extrapolation,0.42,0.24,0.9,0.16,0.3790772304427091,0.38355040550231934,-0.6312547922134399,-0.3100796937942505,-0.9059686326488285,-0.4085571881209735
