case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.16123445083824134,0.008841369804001013,0.1825910210609436,0.007129571395442968
symmetric_cluster,0.24061191412846236,0.0030836444979092633,0.24681017796198526,0.004921915881216899
extrapolation,0.37978416014720184,0.0008623829399849929,0.38856208324432373,0.0010355657074278743
