step,loss
1,-0.04567722603678703
100,-0.053422875702381134
200,-0.1298511028289795
300,-0.18403339385986328
400,-0.13041281700134277
500,-0.1450655460357666
600,-0.12302426248788834
700,-0.2021232545375824
800,-0.1143881231546402
900,-0.17019018530845642
1000,-0.2122209668159485
1100,-0.15665310621261597
1200,-0.09910568594932556
1300,-0.1351015865802765
1400,-0.12432552874088287
1500,-0.12443965673446655
1600,-0.1006593182682991
1700,-0.14874029159545898
1800,-0.1359885334968567
1900,-0.0839177817106247
2000,-0.1471797525882721
2100,-0.08418257534503937
2200,-0.10566180944442749
2300,-0.12229898571968079
2400,-0.22141337394714355
2500,-0.23313157260417938
2600,-0.06874793767929077
2700,-0.156241312623024
2800,-0.10341605544090271
2900,-0.1283397376537323
3000,-0.19734050333499908
3100,-0.17076247930526733
3200,-0.11269140243530273
3300,-0.1261063516139984
3400,-0.18685421347618103
3500,-0.1569385826587677
3600,-0.14767087996006012
3700,-0.18165621161460876
3800,-0.11799661070108414
3900,-0.18070170283317566
4000,-0.08692244440317154
4100,-0.14119578897953033
4200,-0.06906282901763916
4300,-0.13366743922233582
4400,-0.181147038936615
4500,-0.20161062479019165
4600,-0.15975899994373322
4700,-0.10023537278175354
4800,-0.18965771794319153
4900,-0.1450813263654709
5000,-0.10241345316171646
