case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.19938141053579264,0.17414890229701996,-0.09916269779205322,-0.0010684095323085785,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.29384251338731593,0.3017902672290802,-0.2112477719783783,-0.20784233510494232,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4115656094004538,0.48756852746009827,-0.5396264791488647,-0.24358735978603363,-0.9059686326840193,-0.4085571881929415
