step,loss
1,-0.04567722603678703
100,-0.06502972543239594
200,-0.15647755563259125
300,-0.21737714111804962
400,-0.15902066230773926
500,-0.17452694475650787
600,-0.1511731743812561
700,-0.23840323090553284
800,-0.14115145802497864
900,-0.2037230283021927
1000,-0.2501882314682007
1100,-0.18914133310317993
1200,-0.12317293137311935
1300,-0.16521824896335602
1400,-0.15239709615707397
1500,-0.15260529518127441
1600,-0.12642750144004822
1700,-0.17976847290992737
1800,-0.16553404927253723
1900,-0.10721779614686966
2000,-0.17796461284160614
2100,-0.10774503648281097
2200,-0.1316179633140564
2300,-0.1501775085926056
2400,-0.26297593116760254
2500,-0.2745594084262848
2600,-0.08994688093662262
2700,-0.18751056492328644
2800,-0.12872296571731567
2900,-0.15656590461730957
3000,-0.2342226803302765
