case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20110999406107477,0.174179345369339,-0.09690213203430176,-0.0019590947777032852,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.2947059861186576,0.3031872510910034,-0.21085043251514435,-0.2079308182001114,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4086082731721035,0.48167023062705994,-0.546841025352478,-0.24581217765808105,-0.9059686326840193,-0.4085571881929415
