case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.22643704610933388,0.0,0.20660650730133057,0.0
symmetric_cluster,0.318850273036424,0.0,0.3214692175388336,0.0
extrapolation,0.4249113783765994,0.0,0.4980629086494446,0.0
