case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20026149292524761,0.17528562247753143,-0.09731635451316833,-0.0027817022055387497,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.29417489188282564,0.3049142062664032,-0.2128862887620926,-0.2091798484325409,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.40737834507848664,0.4837099313735962,-0.5473763346672058,-0.24490778148174286,-0.9059686326840193,-0.4085571881929415
