case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.20073025707174935,0.0004083338973343235,0.1758868545293808,0.0005493988665727965
symmetric_cluster,0.29445497546583327,0.0002504275432373385,0.3056832551956177,0.000720727946512653
extrapolation,0.4083376095626208,0.000836724514481004,0.48547988136609393,0.00217133401070385
