case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.21054982314164408,0.003587116557358519,0.20067520439624786,0.004204193432346041
symmetric_cluster,0.30380382622771057,0.0032097131815409805,0.3086697856585185,0.0029269025722067983
extrapolation,0.4171053503888044,0.000303256318833463,0.4834204117457072,0.002082303896211156
