step,loss
1,-0.08407444506883621
100,-0.09463104605674744
200,-0.07601910084486008
300,-0.05881580710411072
400,-0.14122141897678375
500,-0.07125815749168396
600,-0.11054303497076035
700,-0.15261614322662354
800,-0.14045830070972443
900,-0.1314985752105713
1000,-0.020468033850193024
1100,-0.15559044480323792
1200,-0.12484033405780792
1300,-0.08998356759548187
1400,-0.066327765583992
1500,-0.1434580236673355
1600,-0.177183136343956
1700,-0.14744654297828674
1800,-0.09235450625419617
1900,-0.1463521420955658
2000,-0.10582152009010315
2100,-0.10968073457479477
2200,-0.14189788699150085
2300,-0.1624627709388733
2400,-0.11639079451560974
2500,-0.11308415234088898
2600,-0.0735437199473381
2700,-0.14322370290756226
2800,-0.10947470366954803
2900,-0.15706607699394226
3000,-0.15837064385414124
