step,loss
1,-0.11265425384044647
100,-0.11476052552461624
200,-0.06854890286922455
300,-0.10779630392789841
400,-0.1198921948671341
500,-0.11766140162944794
600,-0.14452442526817322
700,-0.07880885899066925
800,-0.14152520895004272
900,-0.15210512280464172
1000,-0.09246808290481567
1100,-0.10234741866588593
1200,-0.024791492149233818
1300,-0.1394665539264679
1400,-0.09960547089576721
1500,-0.0878995805978775
1600,-0.07539913058280945
1700,-0.06793297827243805
1800,-0.19611400365829468
1900,-0.18077559769153595
2000,-0.04661523923277855
2100,-0.14508186280727386
2200,-0.12626846134662628
2300,-0.12224294990301132
2400,-0.109438955783844
2500,-0.15710221230983734
2600,-0.10280178487300873
2700,-0.11448171734809875
2800,-0.1063925251364708
2900,-0.1466207355260849
3000,-0.1826438456773758
