step,loss
1,-0.04567722976207733
100,-0.053422559052705765
200,-0.12985020875930786
300,-0.18403898179531097
400,-0.13041415810585022
500,-0.1450653076171875
600,-0.12302495539188385
700,-0.20211872458457947
800,-0.11437825858592987
900,-0.1701849400997162
1000,-0.2122122347354889
1100,-0.1566406935453415
1200,-0.09910842776298523
1300,-0.13508927822113037
1400,-0.12433869391679764
1500,-0.12443050742149353
1600,-0.10065902024507523
1700,-0.14875420928001404
1800,-0.13600149750709534
1900,-0.08392177522182465
2000,-0.14719325304031372
2100,-0.08418352901935577
2200,-0.10565996170043945
2300,-0.12228111177682877
2400,-0.22139990329742432
2500,-0.23205018043518066
2600,-0.0683678612112999
2700,-0.15552213788032532
2800,-0.10291304439306259
2900,-0.12779167294502258
3000,-0.19648052752017975
