case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.27455337543417524,0.21241150796413422,-0.0549875907599926,0.03184332698583603,-0.1556280791919824,-0.02758738618165951
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.36664451092589884,0.3601866662502289,-0.14544488489627838,-0.13369841873645782,-0.32000412253486993,-0.3199803200061204
extrapolation,0.42,0.24,0.9,0.16,0.4618146231696301,0.5575686097145081,-0.42775940895080566,-0.14919015765190125,-0.9057319992411449,-0.4082386684507159
