case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.27716806782942754,0.2158236801624298,-0.05328398197889328,0.03439381718635559,-0.1556280791919824,-0.02758738618165951
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.369433028210727,0.36472734808921814,-0.1378883719444275,-0.13337954878807068,-0.32000412253486993,-0.3199803200061204
extrapolation,0.42,0.24,0.9,0.16,0.4644544271388916,0.56271892786026,-0.42355838418006897,-0.14173951745033264,-0.9057319992411449,-0.4082386684507159
