case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.1663355660282284,0.1491573601961136,-0.1329275220632553,-0.01413046382367611,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.2771520648172414,0.280447393655777,-0.25889909267425537,-0.24109241366386414,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4909775340012206,0.4841959774494171,-0.5170514583587646,-0.25495266914367676,-0.9059686326840193,-0.4085571881929415
