case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.7158001392544453,0.0,0.02848965860903263,0.0
symmetric_cluster,0.7243157364404305,0.0,0.03387504443526268,0.0
extrapolation,0.8615256183836099,0.0,0.2507052719593048,0.0
