case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.34193783213568274,0.22742025554180145,-0.06745826452970505,0.070150226354599,-0.15563096737236295,-0.027590468365717814
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.36025302023420164,0.2680765688419342,-0.22217994928359985,-0.17309631407260895,-0.32002023222509746,-0.32002010839687756
extrapolation,0.42,0.24,0.9,0.16,0.45050539481209645,0.4088737666606903,-0.6340399980545044,-0.1927024871110916,-0.9059661824340038,-0.4085532196377491
