case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.12074135036896966,0.1118430346250534,-0.12999120354652405,-0.025026587769389153,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.19833677496262794,0.22969843447208405,-0.27048492431640625,-0.2676887810230255,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.35360747358681177,0.3762474060058594,-0.6624355316162109,-0.33157849311828613,-0.9059686326840193,-0.4085571881929415
