case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.20082039097182264,0.00041460522414440173,0.17377062141895294,0.000460705454670206
symmetric_cluster,0.29447938696414555,0.0002705225934772287,0.30276451508204144,0.0004240032716688293
extrapolation,0.40821851297843725,0.0008226790081099532,0.4817502697308858,0.0012070934438454936
