case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.27674549614909333,0.2151772528886795,-0.05389055609703064,0.03423958644270897,-0.1556280791919824,-0.02758738618165951
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.3690540924877684,0.3638501465320587,-0.13941842317581177,-0.13318601250648499,-0.32000412253486993,-0.3199803200061204
extrapolation,0.42,0.24,0.9,0.16,0.46402538716259883,0.5615814328193665,-0.42516112327575684,-0.142396941781044,-0.9057319992411449,-0.4082386684507159
