case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.20887346764512177,0.0,0.20479434728622437,0.0
symmetric_cluster,0.3028851644117834,0.0,0.30834296345710754,0.0
extrapolation,0.4170283167712453,0.0,0.48270389437675476,0.0
