step,loss
1,0.3989536166191101
100,-0.08126110583543777
200,-0.056505631655454636
300,-0.045551199465990067
400,-0.1703455001115799
500,-0.0940505787730217
600,-0.14524206519126892
700,-0.20395858585834503
800,-0.1878035068511963
900,-0.1768723726272583
1000,-0.03715427219867706
1100,-0.21325713396072388
1200,-0.1764817237854004
1300,-0.13550759851932526
1400,-0.10392225533723831
1500,-0.20326702296733856
1600,-0.24351383745670319
1700,-0.21049250662326813
1800,-0.1470244824886322
1900,-0.20880922675132751
2000,-0.15691125392913818
2100,-0.1694551259279251
2200,-0.20345598459243774
2300,-0.23134343326091766
2400,-0.17044325172901154
2500,-0.17223504185676575
2600,-0.12301182746887207
2700,-0.21678976714611053
2800,-0.169004425406456
2900,-0.23272767663002014
3000,-0.2250289022922516
3100,-0.11294882744550705
3200,-0.18115893006324768
3300,-0.16914647817611694
3400,-0.20515793561935425
3500,-0.165480375289917
3600,-0.1163405179977417
3700,-0.08682385087013245
3800,-0.13341860473155975
3900,-0.15285027027130127
4000,-0.18278288841247559
4100,-0.20912958681583405
4200,-0.1575174778699875
4300,-0.23908312618732452
4400,-0.17108237743377686
4500,-0.11222028732299805
4600,-0.20932848751544952
4700,-0.17231938242912292
4800,-0.1602252572774887
4900,-0.24774007499217987
5000,-0.2451574057340622
