case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.2750302933105828,0.0,0.33976227045059204,0.0
symmetric_cluster,0.277233878014869,0.0,0.42635902762413025,0.0
extrapolation,0.38411541633294,0.0,0.5586552619934082,0.0
