step,loss
1,-0.08407444506883621
100,-0.12618319690227509
200,-0.1283019632101059
300,-0.10948638617992401
400,-0.21894954144954681
500,-0.12705153226852417
600,-0.17927467823028564
700,-0.23495687544345856
800,-0.22046665847301483
900,-0.20695674419403076
1000,-0.06242331489920616
1100,-0.23958376049995422
1200,-0.2002875655889511
1300,-0.15538547933101654
1400,-0.12268730998039246
1500,-0.22565263509750366
1600,-0.2709836959838867
1700,-0.22871875762939453
1800,-0.15602128207683563
1900,-0.22686171531677246
2000,-0.17378896474838257
2100,-0.18093664944171906
2200,-0.22615788877010345
2300,-0.25060445070266724
2400,-0.18712446093559265
2500,-0.18760645389556885
2600,-0.13105106353759766
2700,-0.22498896718025208
2800,-0.18137642741203308
2900,-0.24264638125896454
3000,-0.24841533601284027
3100,-0.12082575261592865
3200,-0.1983894407749176
3300,-0.18361896276474
3400,-0.21934086084365845
3500,-0.17576436698436737
3600,-0.12388630956411362
3700,-0.09009750932455063
3800,-0.14065128564834595
3900,-0.16560502350330353
4000,-0.19896604120731354
4100,-0.23116499185562134
4200,-0.16146643459796906
4300,-0.2550187110900879
4400,-0.18380838632583618
4500,-0.11913767457008362
4600,-0.21627062559127808
4700,-0.18256869912147522
4800,-0.16697417199611664
4900,-0.26390591263771057
5000,-0.26434770226478577
