case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.10375170503162026,0.1368556022644043,-0.14222460985183716,-0.015512458980083466,-0.15563097338111007,-0.027590475136874487
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.12801453037382418,0.18162503838539124,-0.2986181676387787,-0.29274803400039673,-0.3200203224163979,-0.3200203144023256
extrapolation,0.42,0.24,0.9,0.16,0.2792460956635498,0.30400970578193665,-0.7697648406028748,-0.3522825539112091,-0.9059686326488285,-0.4085571881209735
