case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.22655572021568507,0.20295922458171844,-0.08497361838817596,0.0047810557298362255,-0.15563096737236295,-0.027590468365717814
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.3190435345325468,0.3190997242927551,-0.2124195098876953,-0.17328105866909027,-0.32002023222509746,-0.32002010839687756
extrapolation,0.42,0.24,0.9,0.16,0.4252076118021956,0.4967329502105713,-0.5129493474960327,-0.22487902641296387,-0.9059661824340038,-0.4085532196377491
