case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.1402381468476978,0.02001255740339057,0.17036627233028412,0.007228605988103436
symmetric_cluster,0.22279850819669317,0.021504998124855478,0.2347237914800644,0.0025257763375608577
extrapolation,0.37638208304889775,0.003811513996922478,0.38956715166568756,0.00850896402559163
