step,loss
1,-0.08407444506883621
100,-0.12428192049264908
200,-0.12746386229991913
300,-0.10735901445150375
400,-0.21487325429916382
500,-0.12496481835842133
600,-0.17574337124824524
700,-0.2308642864227295
800,-0.21674062311649323
900,-0.20335832238197327
1000,-0.06119278073310852
1100,-0.23532624542713165
1200,-0.19582054018974304
1300,-0.1520071029663086
1400,-0.12059169262647629
1500,-0.22155168652534485
1600,-0.2659500241279602
1700,-0.22448091208934784
1800,-0.1528325229883194
1900,-0.22273391485214233
2000,-0.16985470056533813
2100,-0.17733237147331238
2200,-0.22079290449619293
2300,-0.24561277031898499
2400,-0.18410316109657288
2500,-0.18338721990585327
2600,-0.12790806591510773
2700,-0.22030144929885864
2800,-0.17726671695709229
2900,-0.23698604106903076
3000,-0.24404796957969666
