case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.24225408984803215,0.21513371169567108,-0.08661994338035583,0.01724887266755104,-0.15563096737236295,-0.027590468365717814
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.3359252387267024,0.34446001052856445,-0.18521767854690552,-0.17254137992858887,-0.32002023222509746,-0.32002010839687756
extrapolation,0.42,0.24,0.9,0.16,0.438550817612002,0.529631495475769,-0.48134058713912964,-0.18669046461582184,-0.9059661824340038,-0.4085532196377491
