step,loss
1,0.2342139333486557
100,0.16185776889324188
200,0.2799328863620758
300,0.33025383949279785
400,0.2690662443637848
500,0.2960295081138611
600,0.24120430648326874
700,0.3080100417137146
800,0.23239679634571075
900,0.3215291202068329
1000,0.29759442806243896
1100,0.2608291804790497
1200,0.30196771025657654
1300,0.22789274156093597
1400,0.2823276221752167
1500,0.31837159395217896
1600,0.19903017580509186
1700,0.2976352274417877
1800,0.2633572518825531
1900,0.1982540786266327
2000,0.27611756324768066
2100,0.2362799346446991
2200,0.23467563092708588
2300,0.19990785419940948
2400,0.30571213364601135
2500,0.3803733289241791
2600,0.1920853555202484
2700,0.3154981732368469
2800,0.20112821459770203
2900,0.1986670345067978
3000,0.25099262595176697
3100,0.38991448283195496
3200,0.2161656767129898
3300,0.26614388823509216
3400,0.3545060157775879
3500,0.23986853659152985
3600,0.23468346893787384
3700,0.4166274070739746
3800,0.30190205574035645
3900,0.27849799394607544
4000,0.22665907442569733
4100,0.24496571719646454
4200,0.19096966087818146
4300,0.25656962394714355
4400,0.2741777300834656
4500,0.30392202734947205
4600,0.26823702454566956
4700,0.30511555075645447
4800,0.27245134115219116
4900,0.3155847191810608
5000,0.24694833159446716
