case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.16520369976559135,0.03126131073971992,0.1545267403125763,0.005538474002705338
symmetric_cluster,0.2484202595495685,0.05048702027851925,0.2863609790802002,0.007372059381702931
extrapolation,0.48330203053447734,0.006854070987290079,0.5030568738778433,0.017007729293109713
