case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.12092252478432014,0.00025621931534365865,0.11053430661559105,0.0018508209004392089
symmetric_cluster,0.19797947999665322,0.000505291386649109,0.2285454198718071,0.0016306088853258514
extrapolation,0.3547405605137467,0.0016024268994190205,0.37451842427253723,0.0024451494163595174
