step,loss
1,-0.11265424638986588
100,-0.12963922321796417
200,-0.08809876441955566
300,-0.13158050179481506
400,-0.1450934261083603
500,-0.14270897209644318
600,-0.1723690927028656
700,-0.10024107992649078
800,-0.16939730942249298
900,-0.18099351227283478
1000,-0.115319162607193
1100,-0.12581545114517212
1200,-0.04065664857625961
1300,-0.16725441813468933
1400,-0.12369219213724136
1500,-0.11043348908424377
1600,-0.09669038653373718
1700,-0.08878833055496216
1800,-0.2292136251926422
1900,-0.2130025029182434
2000,-0.065034419298172
2100,-0.17340880632400513
2200,-0.1527203768491745
2300,-0.14863769710063934
2400,-0.13402146100997925
2500,-0.18735963106155396
2600,-0.12711355090141296
2700,-0.13987331092357635
2800,-0.13092418015003204
2900,-0.17575061321258545
3000,-0.2156139314174652
