case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.9977211896588126,1.6672679658476156e-05,0.6989532113075256,0.00695869903268967
symmetric_cluster,0.9958555657091706,8.503828457470741e-06,0.8198122978210449,0.0050252336140201494
extrapolation,0.9899069940068892,3.363351918582888e-05,1.0189181168874104,0.0030656677529571747
