case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.2705909324348898,0.005744332006940073,0.21939219534397125,0.0455240122617992
symmetric_cluster,0.34014782912683367,0.004107156051160165,0.3044328987598419,0.03545127371590787
extrapolation,0.45061903263063396,0.00893073104356971,0.47500593960285187,0.014091904166738696
