case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.21907820067754433,0.00808149278886568,0.20423948764801025,0.0042602919896292295
symmetric_cluster,0.3119382506109803,0.007514534642761932,0.3174520631631215,0.0023939429418034807
extrapolation,0.4208809902591593,0.0038290118396705087,0.49310357371966046,0.0037402108551389413
