case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.12087080007971267,0.001554137377623201,0.11238915473222733,0.00497088969342602
symmetric_cluster,0.19884131606543856,0.0010570112961821128,0.2227877527475357,0.0025060873765963016
extrapolation,0.35236600898110704,0.011192470970847865,0.381134569644928,0.016186125192576693
