step,loss
1,3.1347858905792236
100,3.1714603900909424
200,3.150956392288208
300,3.1677186489105225
400,3.191347122192383
500,3.2115304470062256
600,3.1780457496643066
700,3.144737720489502
800,3.229890823364258
900,3.1592350006103516
1000,3.2094006538391113
1100,3.167327404022217
1200,3.147693157196045
1300,3.204031467437744
1400,3.2032320499420166
1500,3.177964687347412
1600,3.1752309799194336
1700,3.1711511611938477
1800,3.172703266143799
1900,3.1924290657043457
2000,3.17529559135437
2100,3.174680709838867
2200,3.1792545318603516
2300,3.197209119796753
2400,3.1874632835388184
2500,3.2004685401916504
2600,3.2162957191467285
2700,3.1785900592803955
2800,3.1682071685791016
2900,3.190239429473877
3000,3.1734533309936523
3100,3.18349027633667
3200,3.1747875213623047
3300,3.203399896621704
3400,3.211900234222412
3500,3.187351703643799
3600,3.1825153827667236
3700,3.1765780448913574
3800,3.1809091567993164
3900,3.1702170372009277
4000,3.190833568572998
4100,3.1865134239196777
4200,3.185593843460083
4300,3.1900763511657715
4400,3.1921143531799316
4500,3.149604558944702
4600,3.2012012004852295
4700,3.17637300491333
4800,3.1949214935302734
4900,3.158113956451416
5000,3.1776771545410156
