case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.2004812353624832,0.0005495063141802083,0.1734339247147242,0.0009790102478919418
symmetric_cluster,0.2945293981626755,0.00047564457478276365,0.3020416696866353,0.0007126224457539227
extrapolation,0.4101502330142121,0.0011674333696616017,0.48444684346516925,0.0006105523468747512
