step,loss
1,0.1738778054714203
100,0.09772953391075134
200,0.11235341429710388
300,0.10336151719093323
400,0.09549519419670105
500,0.08939583599567413
600,0.08241096138954163
700,0.1087215468287468
800,0.07239799201488495
900,0.08112747222185135
1000,0.0918235331773758
1100,0.09582303464412689
1200,0.12289252132177353
1300,0.07694660127162933
1400,0.09031452238559723
1500,0.09817902743816376
1600,0.10338279604911804
1700,0.1048649474978447
1800,0.06655153632164001
1900,0.06604532152414322
2000,0.11153269559144974
2100,0.08198864758014679
2200,0.08663100004196167
2300,0.08535128086805344
2400,0.09094182401895523
2500,0.07260619848966599
2600,0.0865999236702919
2700,0.0904872789978981
2800,0.0937359407544136
2900,0.0768033042550087
3000,0.06929414719343185
3100,0.10216587036848068
3200,0.0836753100156784
3300,0.06996472179889679
3400,0.08606302738189697
3500,0.07762304693460464
3600,0.10575403273105621
3700,0.0730876624584198
3800,0.08215226233005524
3900,0.08815374225378036
4000,0.09473276138305664
4100,0.09458579123020172
4200,0.0764164850115776
4300,0.081328384578228
4400,0.07196781039237976
4500,0.0837034285068512
4600,0.08652154356241226
4700,0.09846597164869308
4800,0.07114500552415848
4900,0.09320633113384247
5000,0.08265140652656555
