step,loss
1,-0.04567722603678703
100,-0.06970403343439102
200,-0.1664530634880066
300,-0.23580226302146912
400,-0.17386621236801147
500,-0.18984192609786987
600,-0.16642025113105774
700,-0.25858110189437866
800,-0.1539776474237442
900,-0.22260782122612
1000,-0.2712002992630005
1100,-0.2074415385723114
1200,-0.13594788312911987
1300,-0.18061229586601257
1400,-0.16748109459877014
1500,-0.16769134998321533
1600,-0.13937558233737946
1700,-0.1959446221590042
1800,-0.18090179562568665
1900,-0.11924052238464355
2000,-0.19236354529857635
2100,-0.12154780328273773
2200,-0.14542222023010254
2300,-0.1664045751094818
2400,-0.28962522745132446
2500,-0.2977242171764374
2600,-0.10156302154064178
2700,-0.20607291162014008
2800,-0.1434728056192398
2900,-0.17216843366622925
3000,-0.25692471861839294
