case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.6969769619435345,0.05912469858990528,0.37722018361091614,0.02888586591399168
symmetric_cluster,0.7264344786644436,0.01991757638096115,0.5198217233022054,0.03246071272439339
extrapolation,0.7512964207050682,0.027366910027169452,0.7196229894955953,0.03444783739111164
