case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.19,0.35,0.05,0.23955697604034354,0.18151873350143433,-0.09099818766117096,0.023335721343755722,-0.16485633622744678,-0.01155035838720173
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.3626624222829281,0.2666577696800232,-0.238129660487175,-0.15136262774467468,-0.32002023222509746,-0.32002010839687756
extrapolation,0.43,0.37,0.9,0.16,0.5096149682417965,0.47202634811401367,-0.5166385769844055,-0.14794126152992249,-0.9060550885197696,-0.4076233727336571
