case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20177629948770093,0.17386607825756073,-0.0970928892493248,-0.0017210468649864197,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.2948104573609171,0.30143338441848755,-0.2107253223657608,-0.20778794586658478,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4084240354465772,0.4846688210964203,-0.5408111810684204,-0.24643318355083466,-0.9059686326840193,-0.4085571881929415
