step,loss
1,-0.11265425384044647
100,-0.12216044962406158
200,-0.08645613491535187
300,-0.12921328842639923
400,-0.1426810473203659
500,-0.1400466114282608
600,-0.16941070556640625
700,-0.09814314544200897
800,-0.16638889908790588
900,-0.1785300374031067
1000,-0.11291855573654175
1100,-0.12330055236816406
1200,-0.04040326178073883
1300,-0.16707079112529755
1400,-0.12347442656755447
1500,-0.11041317880153656
1600,-0.09634603559970856
1700,-0.08837226778268814
1800,-0.2300814688205719
1900,-0.21292784810066223
2000,-0.06501385569572449
2100,-0.17331953346729279
2200,-0.15266473591327667
2300,-0.1485341340303421
2400,-0.13375481963157654
2500,-0.18723039329051971
2600,-0.12668189406394958
2700,-0.13942281901836395
2800,-0.1307181566953659
2900,-0.17520731687545776
3000,-0.21528059244155884
