case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.2640448027470446,0.21428808569908142,-0.07124976813793182,0.028375769034028053,-0.15563096737236295,-0.027590468365717814
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.35673701682712305,0.35840508341789246,-0.15717492997646332,-0.14768067002296448,-0.32002023222509746,-0.32002010839687756
extrapolation,0.42,0.24,0.9,0.16,0.455110506810851,0.5518405437469482,-0.4363322854042053,-0.1628030240535736,-0.9059661824340038,-0.4085532196377491
