case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.1958837057022214,0.16022008657455444,-0.12830163538455963,-0.010051444172859192,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.27798386569000594,0.2840149998664856,-0.2586853504180908,-0.23801271617412567,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4811355878682209,0.5172268152236938,-0.5212636590003967,-0.2399149239063263,-0.9059686326840193,-0.4085571881929415
