step,loss
1,0.6504397392272949
100,0.01616395264863968
200,-0.052904948592185974
300,-0.10647691786289215
400,-0.10542532801628113
500,-0.09934799373149872
600,-0.14388063549995422
700,-0.0713106095790863
800,-0.13935820758342743
900,-0.16959095001220703
1000,-0.08850938826799393
1100,-0.11574898660182953
1200,-0.031327325850725174
1300,-0.17251743376255035
1400,-0.1255955696105957
1500,-0.12144824862480164
1600,-0.10812893509864807
1700,-0.09681709110736847
1800,-0.2514234781265259
1900,-0.2333274483680725
2000,-0.07034275680780411
2100,-0.19922426342964172
2200,-0.17401224374771118
2300,-0.1647442728281021
2400,-0.15310147404670715
2500,-0.2152259647846222
2600,-0.14519084990024567
2700,-0.16542352735996246
2800,-0.14964428544044495
2900,-0.20649589598178864
3000,-0.24875718355178833
3100,-0.11023162305355072
3200,-0.20012912154197693
3300,-0.22473286092281342
3400,-0.153217613697052
3500,-0.20967943966388702
3600,-0.11113850027322769
3700,-0.2253703773021698
3800,-0.19177240133285522
3900,-0.17413516342639923
4000,-0.14857012033462524
4100,-0.1517268717288971
4200,-0.22468146681785583
4300,-0.19940021634101868
4400,-0.24140462279319763
4500,-0.22431738674640656
4600,-0.18144427239894867
4700,-0.14577551186084747
4800,-0.2387211173772812
4900,-0.18072684109210968
5000,-0.19818605482578278
