step,loss
1,0.2929350435733795
100,0.32037481665611267
200,0.19599926471710205
300,0.1889685094356537
400,0.2704147398471832
500,0.20245692133903503
600,0.38077011704444885
700,0.255169153213501
800,0.26975640654563904
900,0.2669835686683655
1000,0.15948858857154846
1100,0.2755478322505951
1200,0.2598862051963806
1300,0.22568629682064056
1400,0.19977694749832153
1500,0.3295068144798279
1600,0.30338096618652344
1700,0.3063834309577942
1800,0.3862171769142151
1900,0.3027390241622925
2000,0.2541157305240631
2100,0.2421898990869522
2200,0.3408576250076294
2300,0.31268009543418884
2400,0.3074284493923187
2500,0.22781136631965637
2600,0.20156607031822205
2700,0.270471453666687
2800,0.21552342176437378
2900,0.33577844500541687
3000,0.3809951841831207
3100,0.24837751686573029
3200,0.2722448706626892
3300,0.2667290270328522
3400,0.27733075618743896
3500,0.25734302401542664
3600,0.17901864647865295
3700,0.19843509793281555
3800,0.22609303891658783
3900,0.21917451918125153
4000,0.27024364471435547
4100,0.319740355014801
4200,0.25163304805755615
4300,0.3058249056339264
4400,0.23387670516967773
4500,0.2007131427526474
4600,0.2890174090862274
4700,0.22590677440166473
4800,0.23894885182380676
4900,0.35905885696411133
5000,0.36069735884666443
