case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.19,0.35,0.05,0.5134435260624309,0.4865371584892273,-0.33110812306404114,-0.16594070196151733,-0.16485633622744678,-0.01155035838720173
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.4358390202241036,0.5510492920875549,-0.6155961751937866,-0.4706655442714691,-0.32002023222509746,-0.32002010839687756
extrapolation,0.43,0.37,0.9,0.16,0.46526152318185954,0.7041681408882141,-1.1171835660934448,-0.6177850961685181,-0.9060550885197696,-0.4076233727336571
