case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20100859028751217,0.1763627678155899,-0.09684818983078003,-0.0019637849181890488,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.2946572976259061,0.3063432276248932,-0.21052217483520508,-0.20755864679813385,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.408717408692733,0.4848269522190094,-0.5457294583320618,-0.24684840440750122,-0.9059686326840193,-0.4085571881929415
