case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.5510256018798309,0.2775334119796753,-0.03665228560566902,0.26354819536209106,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.5787435809551909,0.46573203802108765,-0.18022464215755463,0.3114619851112366,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.634654891166167,0.7078966498374939,-0.3677200675010681,0.40189865231513977,-0.9059686326840193,-0.4085571881929415
