step,loss
1,0.16707277297973633
100,0.11616988480091095
200,0.09656757116317749
300,0.0778602734208107
400,0.09352614730596542
500,0.08990021049976349
600,0.09540289640426636
700,0.0632486641407013
800,0.09118068218231201
900,0.07705475389957428
1000,0.06888182461261749
1100,0.08287132531404495
1200,0.09977297484874725
1300,0.0867638885974884
1400,0.10026326030492783
1500,0.08977232128381729
1600,0.0960107147693634
1700,0.09221386909484863
1800,0.08215242624282837
1900,0.10121172666549683
2000,0.08331310749053955
2100,0.10146574676036835
2200,0.09893028438091278
2300,0.09715898334980011
2400,0.06210527569055557
2500,0.06029472127556801
2600,0.11205139011144638
2700,0.08477698266506195
2800,0.10067304968833923
2900,0.09281869232654572
3000,0.07082654535770416
3100,0.08006864786148071
3200,0.09749044477939606
3300,0.09508706629276276
3400,0.0766083225607872
3500,0.0868440568447113
3600,0.09457311034202576
3700,0.07323460280895233
3800,0.09133343398571014
3900,0.07940499484539032
4000,0.10222889482975006
4100,0.09107575565576553
4200,0.10821856558322906
4300,0.09458260983228683
4400,0.07932098954916
4500,0.07542374730110168
4600,0.0872516855597496
4700,0.1000409796833992
4800,0.0687902495265007
4900,0.0949549525976181
5000,0.10297350585460663
