step,loss
1,-0.08407444506883621
100,-0.09927020221948624
200,-0.07879739999771118
300,-0.06905679404735565
400,-0.161322683095932
500,-0.08649082481861115
600,-0.12921074032783508
700,-0.17526644468307495
800,-0.16178661584854126
900,-0.15275605022907257
1000,-0.035576384514570236
1100,-0.1845957636833191
1200,-0.15073494613170624
1300,-0.1128496304154396
1400,-0.08650549501180649
1500,-0.17164313793182373
1600,-0.20921410620212555
1700,-0.17551159858703613
1800,-0.11547929048538208
1900,-0.17462563514709473
2000,-0.1297067105770111
2100,-0.13474255800247192
2200,-0.1701778620481491
2300,-0.19281795620918274
2400,-0.14162540435791016
2500,-0.1383485496044159
2600,-0.09507220983505249
2700,-0.17199569940567017
2800,-0.13482102751731873
2900,-0.18635767698287964
3000,-0.18750923871994019
