case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20022397998353736,0.17340056598186493,-0.0984562486410141,-0.0015997886657714844,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.29468897764219754,0.3037419021129608,-0.21083398163318634,-0.20689871907234192,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.4137617766660619,0.49468857049942017,-0.5336378812789917,-0.24460145831108093,-0.9059686326840193,-0.4085571881929415
