case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.200634862345481,0.17331993579864502,-0.09739898890256882,-0.0019212067127227783,-0.15563097338111417,-0.027590475136876406
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.29407161648416663,0.30212950706481934,-0.21248920261859894,-0.2078040987253189,-0.3200203224171185,-0.3200203144026018
extrapolation,0.42,0.24,0.9,0.16,0.41056750121767,0.4850047826766968,-0.5416913032531738,-0.2453845739364624,-0.9059686326840193,-0.4085571881929415
