step,loss
1,-0.08407444506883621
100,-0.10204372555017471
200,-0.09220448136329651
300,-0.07423846423625946
400,-0.16247181594371796
500,-0.08719377964735031
600,-0.12979626655578613
700,-0.17516964673995972
800,-0.16274720430374146
900,-0.15244604647159576
1000,-0.03266885504126549
1100,-0.18473844230175018
1200,-0.15112261474132538
1300,-0.11295749992132187
1400,-0.08693905174732208
1500,-0.17189276218414307
1600,-0.2093837708234787
1700,-0.1761550009250641
1800,-0.1151609867811203
1900,-0.17474617063999176
2000,-0.12968692183494568
2100,-0.13453812897205353
2200,-0.170254185795784
2300,-0.19226109981536865
2400,-0.14168447256088257
2500,-0.1383969783782959
2600,-0.0943191647529602
2700,-0.17199860513210297
2800,-0.1343960165977478
2900,-0.18699051439762115
3000,-0.1887078881263733
