case,kx,ky,v0,delta,projector_sine_error,residual_rms,ritz_1,ritz_2,reference_1,reference_2
interpolation,0.31,0.35,0.35,0.05,0.20887346764512177,0.20479434728622437,-0.09882082045078278,0.002569446573033929,-0.15563096737236295,-0.027590468365717814
symmetric_cluster,0.3333333333333333,0.3333333333333333,0.6,0.0,0.3028851644117834,0.30834296345710754,-0.2197389155626297,-0.20569531619548798,-0.32002023222509746,-0.32002010839687756
extrapolation,0.42,0.24,0.9,0.16,0.4170283167712453,0.48270389437675476,-0.5371866226196289,-0.23510503768920898,-0.9059661824340038,-0.4085532196377491
