case,projector_mean,projector_std,residual_mean,residual_std
interpolation,0.24225408984803215,0.0,0.21513371169567108,0.0
symmetric_cluster,0.3359252387267024,0.0,0.34446001052856445,0.0
extrapolation,0.438550817612002,0.0,0.529631495475769,0.0
