step,loss
1,-0.08407444506883621
100,-0.12618319690227509
200,-0.1283019632101059
300,-0.10948638617992401
400,-0.21894954144954681
500,-0.12705153226852417
600,-0.17927467823028564
700,-0.23495687544345856
800,-0.22046665847301483
900,-0.20695674419403076
1000,-0.06242331489920616
1100,-0.23958376049995422
1200,-0.2002875655889511
1300,-0.15538547933101654
1400,-0.12268730998039246
1500,-0.22565263509750366
1600,-0.2709836959838867
1700,-0.22871875762939453
1800,-0.15602128207683563
1900,-0.22686171531677246
2000,-0.17378896474838257
2100,-0.18093664944171906
2200,-0.22615788877010345
2300,-0.25060445070266724
2400,-0.18712446093559265
2500,-0.1875646412372589
2600,-0.1309533417224884
2700,-0.22487936913967133
2800,-0.18128234148025513
2900,-0.2424592524766922
3000,-0.24828779697418213
